ああ	嗚呼
めいきょうしすい	明鏡止水
めいこうかん	名教館
めいしつ	明瑟
めいじ	名辞
めいじしんぐう	明治神宮
めいじじだい	明治時代
めいじたいていへいか	明治大帝陛下
めいじま	姪島
めいじゅう	冥獣
めいじゅうじん	冥獣人
めいじゅうじんしていおう	冥獣人四底王
めいず	迷路
めいずめーかー	迷宮建造師
めいたい	名タイ
めいたんていしんどろーむ	名探偵症候群
めいだい	命題
めいだいけいさん	命題計算
めいぢ	明治
めいてい	酩酊
めいとく	明徳
めいのはま	姪の浜
めいのはまえき	姪浜駅
めいのはまししょ	姪浜支所
めいびちほうじむしょ	明美地方事務所
めいびん	明敏
めいふごちょうはいぞびる	冥府伍長ハイゾビル
めいふへいぞびる	冥府兵ゾビル
めいゆ	明喩
めいよ	名誉
めいよきそん	名誉毀損
めいよきそんざい	名誉毀損罪
めいれき	明暦
めかりじんじゃ	和布刈神社
めかんのん	銘観音
めかんふー	銘功夫
めがふれあばーすと	超竜火球弾
めがみほうり	売神祝
めくら	盲
めくらさが	盲捜
めくらじま	目倉島
めぐ	環
めぐ	輪廻
めぐ	運
めぐみ	惠
めぐみ	芽萌
めぐり	匝り
めぐろ	目黒
めしべ	雌蕊
めしゃもじん	女石神社
めじそ	芽紫蘇
めたふえしす	流転骨牌
めたら	牝誑
めたるちぇんじゃー	機竜化士
めだま	眼球
めちゃくちゃ	滅茶苦茶
めちゃたろう	メチャ太郎
めっかいのたて	滅壊の盾
めっしんぐげん	滅身具現
めった	滅多
めつご	滅後
めておぶれす	竜火球
めで	愛
めでぃあ	団
めでぃけあ	医療保険
めでたい	芽出度い
めでたしめでたし	芽出度芽出度
めでゅーさしんどろーむ	メデューサ症候群
めと	娶
めとろんちゃ	眼兎龍茶
めど	目処
めどりのきみ	女鳥王
めのう	瑪瑙
めのうまさただ	女王将唯
めのと	乳母
めのと	傅
めのとご	乳母子
めばかり	匁許
めふぃらすれっぷうさい	冥府羅州烈風斎
めもりーれこーど	追想日誌
めらんこりい	憂鬱
めんえきぐろぶりん	免疫グロブリン
めんぶ	面部
もいわやま	藻岩山
もう	儲
もう	申
もう	白
もうか	孟夏
もうかじゅうげき	猛火獣撃
もうぎゅうだいかいてんほう	猛牛大回転砲
もうぎゅうほう	猛牛砲
もうし	猛士
もうしょう	蒙頌
もうせつ	妄説
もうせん	毛氈
もうそう	莽草
もうそうそう	妄想送
もうどくがいしょうですこーぴおん	猛毒鎧将デスコーピオン
もうね	舞根
もうぶ	毛武
もうぶ	网部
もうもうぶんしんへん	毛猛分身変
もうり	毛利
もうりたんていじむしょ	毛利探偵事務所
もうりょう	魍魎
もうろう	朦朧
もうろく	耄碌
もえぎ	萌黄
もがみ	最上
もがりのもり	殯の森
もく	目
もくさ	木叉
もくさい	牧西
もくてき	目的
もくてきへんすう	目的変数
もくどく	黙読
もくのじぎり	木の字斬り
もくひけん	黙秘権
もくぶ	目部
もぐさ	艾
もさく	莫作
もじ	捩
もじ	文字
もじことば	文字詞
もじようきごう	文字様記号
もず	毛受
もずく	海雲
もずの	毛受野
もた	凭
もち	用
もち	糯
もちうるちせい	糯粳性
もちだ	持出
もちづき	望月
もちづき	餅搗き
もちづきのあちよめ	望月ノア千代女
もちづきはかせ	望月博士
もちめえ	持前
もちやもんどう	餅屋問答
もちろん	勿論
もぢからだいだんえん	モヂカラ大弾円
もっ	以
もっき	木記
もっこう	木高
もっとも	尤
もっぱ	専
もつ	以
もつとも	最
もつに	もつ煮
もつぱ	専
もつぱ	專
もてあそ	弄
もと	下
もと	前世
もと	固
もと	干
もと	戻
もと	本
もと	求
もとい	基
もとき	元木
もとき	幹
もとだてきたいせき	元立北遺跡
もとつね	本根
もとづ	基
もとづき	基
もとで	元手
もとどり	髻
もとのぶ	元陳
もとはる	職治
もとひさ	元寿
もとまち	元町
もとまち	本町
もとめ	需
もとやしろ	元社
もとより	元倚
もなお	モナオ
もの	物
もの	者
ものいみ	斎
ものがたり	伝説
ものがたり	物語
ものしり	藻知
もののふ	武士
ものみ	物見
もふし	裳伏
もぶ	僕
もみがら	籾殻
もむらがわ	百村川
もめん	木綿
もも	桃
もも	百
ももあまりいそぢまりみとせ	一百五十三歳
ももあまりはたちまりみとせ	一百二十三歳
ももあまりはたちまりよとせ	一百二十四歳
ももあまりみそぢまりななとせ	一百三十七歳
ももあまりみそとせ	一百三十歳
ももあまりむそぢまりやとせ	一百六十八歳
ももあまりむとせ	一百六歳
ももか	百華
ももそ	百襲
ももちはま	百道浜
ももの	桃乃
ももふね	百船
もや	身舎
もや	靄
もやう	摸樣
もよお	催
もらっ	賜
もり	森
もり	銛
もりお	森尾
もりおうちょう	杜王町
もりきょううたひめ	森京詞姫
もりさんちゅう	森三中
もりした	森下
もりたかっぷ	森田杯
もりたのかみ	守達神
もりだいないき	森大内記
もりひら	守平
もりやじんじゃ	洩矢神社
もりやだいじん	守屋大臣
もりやま	森山
もりんじのかま	茂林寺釜
もるしつりょう	モル質量
もろ	諸
もろおか	諸岡
もろが	諸鹿
もろこし	唐土
もろちか	師親
もろつ	室津
もろもろ	諸
もんがい	門外
もんく	文句
もんく	武闘家
もんしん	紋身
もんじ	文字
もんすたーとれーなー	魔獣錬磨師
もんぜき	門跡
もんだい	問題
もんてかるろほう	モンテカルロ法
もんぶ	門部
もんま	門間
もんもん	悶々
もんもん	紋々
もーもーだ	母母打
やいば	刃
やいば	少女
やう	樣
やうや	漸
やえうらうめ	八重裏梅
やえくまねのみこと	八重隈根命
やかた	屋形
やかはえひめ	矢河枝比売
やがみ	矢神
やきいれせい	焼入れ性
やきねのみこと	八杵命
やきゅう	野球
やきゅうかめん	野球仮面
やきょく	夜曲
やぎざ	やぎ座
やぎじま	野羊島
やぎもんどのすけもとのぶ	八木主水佑元信
やぎゅうえいだん	野牛鋭断
やぎゅうがさ	柳生笠
やぎゅうれつだん	野牛烈断
やく	訳
やくい	薬医
やくいん	薬院
やくいんいふくまち	薬院伊福町
やくいんしんかわ	薬院新川
やくおとしのふで	厄落ノ筆
やくかがくか	薬科学科
やくがくか	薬学科
やくがくぶ	薬学部
やくさのいかずち	八雷神
やくざい	薬剤
やくし	八櫛
やくしょ	役所
やくしん	八草伸
やくそく	約束
やくにん	官吏
やくのう	薬嚢
やくば	役場
やくひん	薬品
やくぶ	龠部
やくぶつらんよう	薬物乱用
やくぼん	約盆
やくめ	役目
やくやま	養久山
やぐち	矢口
やぐら	櫓
やぐらにんせんぷう	やぐら忍旋風
やけ	自棄
やけやまやじらう	焼山彌次郎
やげん	薬研
やさか	矢板
やさかとめ	八坂刀売神
やさかのすず	八栄鈴
やざ	や座
やざき	矢崎
やざわ	矢沢
やし	弥四
やし	薬師
やし	野士
やしき	邸
やしま	屋島
やしまひがしまち	屋島東町
やしゃがみ	夜叉神
やしゃまる	夜叉丸
やしろ	矢代
やしろ	社
やじま	矢島
やす	寧
やすうじ	易氏
やすすけ	康資
やすね	安値
やすはら	安原
やすひこ	保彦
やすみ	安息
やすらい	夜須礼
やせいかいほうにんれつざん	野性解放忍烈斬
やそ	耶蘇
やそかみ	八十神
やそじ	八十
やそじまりみとせ	八十三歳
やそぢまりみとせ	八十三歳
やた	彌太
やたがらす	八咫烏
やたのわきいらつめ	八田若郎女
やたら	矢鱈
やちほこのかみ	八千矛神
やつきり	谷切
やつふさすぎ	八ツ房スギ
やてんりん	夜天輪
やどり	舎
やながわ	柳川
やなぎ	柳
やなぎおんな	柳女
やなぐひ	胡簶
やなしょ	簗所
やなはし	簗橋
やなはら	柳原
やなべ	岩滑
やなめがわ	簗目川
やぬしおしおたけおごころのみこと	屋主忍男武雄心命
やのくま	岩熊
やのくまぐち	岩熊口
やのむねがわ	家棟川
やはぎ	矢作
やひろしろちどり	八尋白智鳥
やぶい	薮医
やぶくぐり	藪潜
やぶくすし	藪薬師
やま	山
やま	山車
やまうちさん	山内さん
やまうらてんじん	山浦天神
やまえるふ	山エルフ
やまお	山尾
やまおろし	山颪
やまかわせんせい	山川先生
やまぎし	山岸
やまこ	玃
やまごや	山小舎
やまさちひこ	山幸彦
やまざき	山崎
やまし	山師
やました	山下
やましみず	山泉
やまたのおろち	八岐大蛇
やまだ	山田
やまち	山地
やまちゃん	山ちゃん
やまと	倭
やまと	大和
やまと	日本
やまとおおくにたま	大和大國魂
やまとこうえんまえ	倭公園前
やまとさるがくよざ	大和猿楽四座
やまとさんじゃくきゅうり	大和三尺胡瓜
やまとたけるのみこと	倭建命
やまとたけるのみこと	日本武尊
やまとちゅうざいしょまえ	倭駐在所前
やまとととひももそひめ	倭迹迹日百襲姫命
やまとととひももそひめのみこと	倭迹迹日百襲姫命
やまととはやかんあさじはらまくわしひめ	倭迹速神浅茅原目妙姫
やまとびつ	倭櫃
やまねこ	貍
やまのうえのおくら	山上憶良
やまのべ	山邊
やまふじ	山藤
やまぶき	山吹鬼
やまぶし	山伏
やまべのあかかに	山辺赤蟹
やまべのあかひと	山部赤人
やまほととぎす	山杜鵑
やまもと	山本
やまや	山谷
やまんば	山姥
やみ	黒暗
やみあかにんじゃー	闇アカニンジャー
やみえき	闇駅
やみおうぎる	闇王ギル
やみきぞくですたー	闇貴族デスター
やみぎりし	闇斬師
やみしょうぐんざんだー	闇将軍ザンダー
やみしょうにんびずねら	闇商人ビズネラ
やみなぎのつるぎ	闇薙の剣
やみのかみ	闇神
やみのくろぞう	闇の黒蔵
やみのもうじゃ	闇の亡者
やみはかせまーぶろ	闇博士マーブロ
やみひめ	闇姫
やみまじんあいすらー	闇魔人アイスラー
やみゆうき	闇ユウキ
やもめ	寡
やや	稍
やゆ	揶揄
やよい	弥生
やらい	夜來
やり	技術
やりいかいっせん	槍烏賊一閃
やりいかとっかん	槍烏賊突貫
やりほうおう	槍鳳凰
やわ	軟
やわたのやぶしらず	八幡の藪知らず
やんちょう	揚州
やんる	晏如
やーうぇん	雅文
やーんなー	屋号
ゆいしきさんじゅうじゅ	唯識三十頌
ゆいのめのほととぎす	結いの目の不如帰
ゆう	木綿
ゆう	郵
ゆうかいえいへいさいまかおす	幽界衛兵災魔カオス
ゆうかずら	木綿鬘
ゆうかんきっさあにまーれ	有閑喫茶あにまーれ
ゆうき	幽鬼
ゆうき	汐希
ゆうき	結城
ゆうき	雪季
ゆうぎり	由宇霧
ゆうげんせきにん	有限責任
ゆうこ	優子
ゆうこ	夕子
ゆうこ	木綿子
ゆうこうとし	友好都市
ゆうさく	勇作
ゆうさんそうんどう	有酸素運動
ゆうざんくん	熊山君
ゆうしで	木綿垂
ゆうしゅどうぶつ	有鬚動物
ゆうしょく	有職
ゆうしょくふんえん	有色噴煙
ゆうじ	右時
ゆうじ	雄治
ゆうじょうこまんだー	友情コマンダー
ゆうじんかん	友人間
ゆうすい	酉水
ゆうせい	遊星
ゆうせいみんえいか	郵政民営化
ゆうぜい	疣贅
ゆうそん	挹損
ゆうだすき	木綿襷
ゆうちゅうかい	唯昼怪
ゆうと	雄斗
ゆうとう	雄闘
ゆうとじゅく	遊人塾
ゆうはな	木綿花
ゆうばんかい	唯晩怪
ゆうびじん	有尾人
ゆうびん	郵便
ゆうびんきょく	郵便局
ゆうぶ	邑部
ゆうぶ	酉部
ゆうべ	夕
ゆうまおうさらまんです	幽魔王サラマンデス
ゆうまさいまじゅう	幽魔サイマ獣
ゆうみん	悠明
ゆうめい	有名
ゆうよく	遊弋
ゆうりよく	有力
ゆうれいはかせ	幽霊博士
ゆうわてき	宥和的
ゆえ	故
ゆえちえんぴん	月見氷
ゆえん	由縁
ゆかり	縁
ゆき	雪
ゆきえ	雪絵
ゆきくま	雪くま
ゆきの	雪乃
ゆきまど	雪窓
ゆぐどらしる	世界創生
ゆぐどらしる	異界召喚
ゆげた	弓削田
ゆざこ	湯迫
ゆしゅつ	輸出
ゆじゅう	油獣
ゆす	強請
ゆすはら	梼原
ゆすらうめ	梅桃
ゆずえ	弓末
ゆずりうけ	譲受け
ゆずりうけにん	譲受人
ゆずりわたしにん	譲渡人
ゆせいかん	輸精管
ゆたか	温
ゆたか	裕
ゆたか	豊
ゆづ	讓
ゆにこーん	聖獣
ゆにゆう	輸入
ゆびきたすしゃかい	ユビキタス社会
ゆびわかんじょ	指輪官女
ゆふべ	夕
ゆみ	優美
ゆみはり	弓張
ゆみはりがくいん	弓張学園
ゆみはりし	弓張市
ゆみみみまつり	弓耳祭
ゆめ	夢
ゆめ	幻界
ゆめかなうしらほし	夢叶白星
ゆめがたり	夢語
ゆめがたりかたなのうたげ	夢語刀宴會
ゆめこう	夢高
ゆめの	夢野
ゆめのやしゅじん	夢廼舎主人
ゆめほしけ	夢星家
ゆめみさい	夢見祭
ゆもと	湯元
ゆらい	由來
ゆりえ	ゆり江
ゆりこ	由利子
ゆる	弛
ゆるが	忽
ゆるがせ	忽
ゆるしわしない	ユルシワ竹刀
ゆるとら	超王党派
ゆゑ	故
ゆんぐふらう	銀乙女
ゆーざーちゅうしんせっけい	ユーザー中心設計
よあけのうた	夜明けのうた
よう	用
よう	癰
ようい	庸医
ようかいおうじょ	妖怪王女
ようかいだいきゅうでん	妖怪大宮殿
ようかいだいまおう	妖怪大魔王
ようがく	洋学
ようがくしやりゆう	洋学者流
ようがっこう	洋学校
ようき	妖鬼
ようき	陽気
ようげんみっしばんきゅりあ	妖幻密使バンキュリア
ようこ	擁子
ようこ	陽子
ようさいせいめいたいあのまろがりす	要塞生命体アノマロガリス
ようさん	養蚕
ようし	陽子
ようしぎょくじょうびょう	羊脂玉浄瓶
ようしゅう	邕州
ようしゅうかん	鷹愁澗
ようしゅりけん	妖シュリケン
ようしょ	洋書
ようすけ	洋介
ようすこうだいはんてん	揚子江大飯店
ようせい	夭逝
ようせいのはこ	妖精の匣
ようせんきょう	夭仙郷
ようそういっぺん	鷹爪一変
ようちょう	涌潮
ようちょう	膺懲
ようていいりえす	妖帝イリエス
ようてき	陽翟
ようひめ	妖姫
ようぶ	羊部
ようへい	傭兵
